user_id,login_duration_hours,file_access_count,usb_plug_count,usb_total_duration_min,email_total_count,email_suspicious_count,email_suspicious_ratio,out_of_session_count,has_confidential,has_urgent,has_password,has_secret,has_invoice,has_transfer,is_red_team,anomaly_score
user_26,12.0,67,4,159,35,6,0.171,5,1,1,1,1,1,0,1,0.77
user_08,8.0,30,0,0,30,1,0.033,0,0,0,0,0,0,0,0,0.26
user_16,10.8,72,3,164,39,3,0.077,2,1,0,0,1,1,1,1,0.86
user_06,8.0,22,0,0,23,1,0.043,0,0,1,0,0,0,0,0,0.07
user_16,7.3,12,0,0,20,1,0.05,0,0,0,0,0,0,0,0,0.16
user_23,8.7,35,0,0,25,1,0.04,0,0,0,0,0,1,0,0,0.3
user_12,8.9,10,0,0,27,0,0.0,0,0,0,0,0,0,0,0,0.13
user_25,7.9,26,1,18,24,1,0.042,0,0,0,0,0,0,1,0,0.16
user_08,8.1,31,1,11,22,0,0.0,0,0,0,0,0,0,0,0,0.08
user_05,9.6,31,0,0,29,0,0.0,0,1,0,0,0,0,0,0,0.17
user_12,9.0,28,0,0,33,1,0.03,1,0,0,0,0,0,0,0,0.09
user_01,8.7,37,0,0,30,0,0.0,0,0,1,0,0,1,0,0,0.19
user_26,8.0,57,0,0,16,2,0.125,0,0,0,0,0,0,0,0,0.13
user_17,10.9,80,5,105,60,5,0.083,1,1,0,1,1,0,0,1,0.81
user_13,8.8,47,0,0,26,0,0.0,0,0,0,0,0,0,0,0,0.18
user_08,11.1,102,2,163,54,8,0.148,2,1,0,1,1,1,0,1,0.97
user_05,9.4,36,0,0,25,1,0.04,0,0,0,0,0,0,0,0,0.22
user_08,7.7,33,0,0,33,1,0.03,0,0,0,0,0,0,0,0,0.12
user_28,7.8,28,0,0,28,0,0.0,0,0,0,0,0,0,0,0,0.16
user_22,8.3,24,0,0,25,0,0.0,0,0,0,0,0,0,0,0,0.21
user_17,9.3,43,0,0,28,1,0.036,0,1,0,0,0,0,0,0,0.1
user_28,7.7,49,0,0,28,1,0.036,0,0,0,0,0,0,0,0,0.18
user_19,8.8,20,1,6,28,0,0.0,0,0,0,0,0,0,0,0,0.13
user_27,8.5,34,0,0,32,0,0.0,0,0,0,0,0,0,0,0,0.19
user_13,8.9,60,0,0,24,0,0.0,0,0,0,0,0,0,0,0,0.12
user_03,10.9,69,3,171,44,8,0.182,1,1,0,1,1,0,0,1,0.71
user_26,8.4,40,0,0,19,0,0.0,0,1,0,0,0,0,0,0,0.05
user_27,8.4,26,0,0,30,1,0.033,1,0,0,0,0,1,1,0,0.11
user_01,8.9,25,0,0,29,0,0.0,0,0,0,0,0,0,0,0,0.2
user_27,8.3,36,1,39,36,0,0.0,0,0,0,0,0,0,0,0,0.06
user_10,9.0,95,3,135,41,6,0.146,5,0,1,1,0,1,1,1,0.94
user_10,7.8,36,0,0,27,0,0.0,0,0,0,0,0,1,0,0,0.28
user_23,10.6,90,6,117,39,7,0.179,1,1,1,1,1,1,1,1,0.92
user_03,12.0,100,2,168,50,8,0.16,2,1,1,1,1,1,0,1,0.75
user_22,8.6,38,0,0,24,1,0.042,0,0,0,0,0,0,0,0,0.16
user_03,8.8,85,3,168,59,7,0.119,5,0,0,1,0,1,0,1,0.79
user_26,8.3,32,0,0,10,0,0.0,0,0,0,0,0,0,0,0,0.17
user_23,12.0,82,5,112,44,3,0.068,5,0,1,1,1,0,1,1,0.9
user_02,9.3,33,1,31,31,0,0.0,0,0,0,0,0,0,0,0,0.2
user_23,8.5,17,0,0,28,0,0.0,0,0,0,0,0,0,0,0,0.1
user_28,8.1,31,0,0,19,0,0.0,0,0,0,0,0,0,0,0,0.2
user_26,12.0,103,2,155,54,3,0.056,5,0,1,1,0,1,1,1,0.81
user_01,8.8,34,0,0,26,0,0.0,0,0,0,0,0,0,0,0,0.13
user_11,8.4,37,1,8,36,1,0.028,0,0,0,0,0,0,0,0,0.1
user_01,8.3,43,1,37,28,0,0.0,0,0,0,0,0,0,0,0,0.07
user_27,8.5,19,0,0,27,0,0.0,1,0,0,0,0,0,0,0,0.18
user_16,7.7,33,0,0,32,0,0.0,0,0,0,0,0,0,0,0,0.29
user_18,9.5,19,1,28,30,0,0.0,0,0,0,0,0,0,0,0,0.05
user_06,7.4,33,0,0,33,0,0.0,0,0,0,0,0,0,0,0,0.07
user_18,8.9,30,0,0,26,0,0.0,0,0,0,0,0,1,0,0,0.16
user_25,8.2,40,0,0,21,1,0.048,0,0,0,0,0,0,0,0,0.07
user_22,8.5,31,0,0,24,0,0.0,0,0,0,0,0,0,1,0,0.13
user_30,8.5,29,0,0,31,1,0.032,0,0,0,0,0,0,0,0,0.16
user_30,8.6,36,0,0,31,0,0.0,0,0,0,0,0,0,0,0,0.09
user_07,8.9,11,0,0,27,0,0.0,0,0,0,0,0,0,0,0,0.27
user_18,9.3,32,0,0,27,0,0.0,0,0,1,0,1,0,0,0,0.1
user_30,8.5,40,0,0,28,0,0.0,0,1,0,0,0,1,0,0,0.21
user_25,9.0,83,6,163,41,7,0.171,2,1,1,0,1,1,1,1,0.92
user_02,9.4,36,0,0,28,0,0.0,0,0,0,1,0,0,0,0,0.12
user_05,9.5,37,0,0,24,1,0.042,0,0,0,0,0,0,0,0,0.17
user_24,9.4,86,5,157,55,8,0.145,3,1,0,1,1,0,0,1,0.9
user_20,8.1,47,1,22,16,0,0.0,0,0,0,0,0,0,0,0,0.25
user_03,11.5,78,5,138,57,5,0.088,2,1,0,1,1,0,0,1,0.72
user_18,9.3,46,0,0,28,0,0.0,0,0,0,0,0,0,0,0,0.19
user_29,8.1,21,0,0,25,0,0.0,0,1,1,0,0,1,0,0,0.17
user_16,7.6,29,0,0,31,0,0.0,0,0,0,0,0,0,0,0,0.25
user_30,8.7,50,0,0,38,2,0.053,0,1,0,0,0,0,0,0,0.14
user_17,12.0,99,3,181,42,8,0.19,2,1,1,0,1,0,0,1,0.89
user_16,7.3,33,1,22,28,2,0.071,0,0,0,0,0,0,0,0,0.14
user_30,8.7,35,0,0,30,1,0.033,0,0,0,0,0,1,0,0,0.24
user_19,10.8,68,4,197,35,5,0.143,1,1,1,1,1,1,1,1,0.81
user_05,9.3,37,0,0,28,0,0.0,0,1,1,0,0,0,0,0,0.2
user_01,8.8,38,0,0,32,1,0.031,0,1,0,0,0,0,0,0,0.29
user_28,8.1,45,0,0,28,1,0.036,0,0,0,0,0,1,0,0,0.23
user_07,8.3,13,0,0,29,0,0.0,0,0,0,0,0,0,0,0,0.3
user_26,7.9,51,1,30,22,0,0.0,0,0,0,0,0,0,0,0,0.22
user_01,8.6,37,0,0,21,0,0.0,1,0,0,0,0,0,0,0,0.2
user_13,10.5,85,5,123,61,7,0.115,3,1,1,1,0,1,1,1,0.76
user_18,8.9,25,0,0,25,0,0.0,0,0,0,0,0,0,0,0,0.15
user_24,8.2,49,1,15,32,0,0.0,0,1,0,0,0,0,0,0,0.23
user_28,7.8,17,0,0,18,0,0.0,0,0,0,0,0,1,0,0,0.18
user_25,7.1,40,0,0,28,1,0.036,1,0,0,0,0,0,0,0,0.21
user_19,11.1,88,4,124,48,7,0.146,5,1,0,1,1,1,1,1,0.81
user_07,8.3,24,0,0,25,0,0.0,0,0,0,0,0,0,0,0,0.11
user_23,12.0,87,2,158,52,6,0.115,1,1,1,1,1,1,1,1,0.97
user_24,11.2,96,5,153,35,6,0.171,3,1,0,1,1,0,1,1,0.76
user_04,8.7,65,5,151,62,8,0.129,1,1,1,1,1,1,1,1,0.73
user_07,11.1,77,2,158,35,8,0.229,1,0,1,1,1,1,0,1,0.87
user_25,10.5,77,6,167,56,7,0.125,3,1,1,1,0,0,0,1,0.78
user_16,7.0,21,0,0,31,0,0.0,0,0,0,0,0,0,0,0,0.19
user_12,8.8,20,0,0,30,0,0.0,0,0,0,0,0,0,0,0,0.25
user_27,9.7,75,2,105,55,7,0.127,4,1,0,1,1,1,1,1,0.92
user_22,8.7,21,0,0,23,1,0.043,1,0,0,0,0,0,0,0,0.21
user_14,12.0,100,4,164,40,3,0.075,1,1,0,1,1,1,1,1,0.96
user_22,8.5,10,0,0,27,0,0.0,1,0,0,0,0,0,0,0,0.21
user_23,8.4,22,0,0,29,0,0.0,0,0,0,0,0,0,0,0,0.17
user_06,7.8,42,0,0,23,0,0.0,0,0,0,0,0,0,0,0,0.28
user_20,12.0,90,3,141,38,5,0.132,3,1,0,1,1,1,1,1,0.72
user_30,9.3,80,2,200,42,3,0.071,3,1,0,1,1,0,1,1,0.8
user_28,10.5,83,6,127,53,5,0.094,1,1,0,1,1,1,1,1,0.77
user_18,7.9,48,0,0,26,1,0.038,0,1,0,0,0,0,0,0,0.12
user_17,9.7,50,1,34,30,0,0.0,0,1,0,0,0,1,0,0,0.26
user_08,7.9,34,1,14,29,0,0.0,0,0,0,0,0,0,0,0,0.29
user_22,9.6,89,6,190,61,8,0.131,5,0,1,1,0,0,1,1,0.98
user_28,8.0,46,1,21,23,1,0.043,0,0,0,0,0,0,0,0,0.15
user_04,8.7,41,0,0,13,2,0.154,0,1,0,0,0,0,0,0,0.14
user_13,9.0,41,0,0,25,0,0.0,0,0,0,0,0,1,0,0,0.19
user_18,8.9,33,0,0,26,0,0.0,0,1,0,0,0,0,0,0,0.22
user_16,10.7,88,6,143,46,4,0.087,3,1,1,1,1,1,1,1,0.88
user_12,9.2,14,1,19,28,1,0.036,0,0,0,0,0,0,0,0,0.1
user_17,9.7,101,3,118,46,3,0.065,3,1,1,1,0,0,1,1,0.8
user_02,9.7,22,1,25,28,2,0.071,0,0,0,0,0,0,0,0,0.17
user_01,9.0,49,0,0,31,1,0.032,0,0,0,0,0,0,0,0,0.17
user_28,8.0,26,0,0,32,0,0.0,1,0,0,1,0,0,0,0,0.05
user_06,7.8,18,0,0,27,0,0.0,0,0,0,0,0,0,0,0,0.14
user_08,11.5,71,5,178,45,8,0.178,3,1,1,1,1,1,1,1,0.71
user_22,8.5,36,0,0,29,0,0.0,0,1,0,0,0,0,0,0,0.19
user_14,12.0,95,2,186,48,5,0.104,3,1,0,1,0,0,1,1,0.95
user_21,8.5,32,0,0,11,1,0.091,0,0,0,0,0,0,0,0,0.27
user_11,8.2,38,1,27,35,0,0.0,0,0,0,0,0,0,0,0,0.29
user_28,9.8,91,4,120,38,7,0.184,1,1,0,1,0,0,0,1,0.87
user_12,9.6,120,4,125,35,3,0.086,3,1,1,0,1,0,1,1,0.98
user_20,8.2,34,1,21,29,0,0.0,0,1,0,0,0,0,0,0,0.19
user_07,8.3,16,0,0,28,0,0.0,0,0,0,0,0,0,0,0,0.23
user_26,9.4,89,4,124,40,3,0.075,4,1,1,1,1,0,1,1,0.97
user_20,8.6,43,0,0,23,0,0.0,1,0,0,0,0,0,1,0,0.16
user_14,9.1,45,0,0,25,0,0.0,0,0,0,0,0,0,0,0,0.11
user_15,8.7,29,0,0,16,1,0.062,0,0,0,1,0,0,1,0,0.06
user_26,9.6,117,5,109,47,5,0.106,1,1,0,1,1,1,0,1,0.78
user_08,8.1,29,0,0,30,0,0.0,0,0,0,0,0,0,0,0,0.21
user_30,10.0,93,4,111,53,4,0.075,1,1,1,1,0,1,1,1,0.83
user_10,7.7,20,0,0,25,1,0.04,0,0,0,0,0,1,0,0,0.27
user_11,8.0,39,0,0,23,0,0.0,0,0,0,0,0,0,0,0,0.14
user_03,11.1,95,5,117,61,4,0.066,1,1,1,1,1,1,0,1,0.72
user_24,10.7,60,2,169,40,5,0.125,3,1,1,1,0,1,0,1,0.85
user_11,10.8,60,6,119,50,4,0.08,1,0,1,0,1,1,1,1,0.83
user_24,10.3,95,4,161,49,3,0.061,2,1,1,1,1,0,1,1,0.96
user_07,9.1,30,0,0,34,0,0.0,0,0,0,0,0,1,0,0,0.06
user_07,9.8,100,6,130,52,7,0.135,2,1,1,0,1,0,1,1,0.91
user_06,7.8,22,1,25,33,1,0.03,0,0,0,0,0,0,0,0,0.28
user_09,10.1,60,5,112,49,3,0.061,2,0,1,1,1,0,0,1,0.92
user_25,10.0,67,6,136,61,8,0.131,3,1,1,1,1,0,1,1,0.89
user_02,10.9,73,4,160,35,8,0.229,5,1,1,1,1,1,1,1,0.95
user_01,8.7,28,1,24,30,1,0.033,0,0,0,0,0,0,1,0,0.06
user_15,8.8,35,0,0,27,1,0.037,0,0,0,0,0,0,0,0,0.22
user_13,8.9,56,0,0,19,0,0.0,0,0,0,0,0,0,0,0,0.27
user_03,7.6,52,0,0,24,0,0.0,0,0,0,0,0,0,0,0,0.22
user_01,9.0,35,0,0,21,0,0.0,0,0,0,0,0,0,0,0,0.22
user_26,8.7,38,0,0,10,1,0.1,0,0,0,0,0,0,0,0,0.26
user_18,8.1,24,0,0,25,0,0.0,0,0,0,0,0,0,0,0,0.29
user_24,8.9,69,3,146,39,3,0.077,2,1,1,1,0,0,0,1,0.84
user_17,10.8,60,6,143,35,7,0.2,5,0,0,0,0,0,0,1,0.95
user_14,9.4,39,1,14,22,0,0.0,0,0,0,0,0,0,0,0,0.14
user_19,9.0,30,0,0,29,0,0.0,0,0,0,0,0,0,0,0,0.22
user_30,8.8,39,1,12,28,0,0.0,0,0,0,0,0,0,0,0,0.16
user_19,9.0,32,0,0,29,1,0.034,0,0,0,0,0,0,0,0,0.22
user_28,8.1,34,0,0,23,0,0.0,1,1,0,0,0,1,0,0,0.1
user_14,9.3,41,0,0,25,0,0.0,0,0,0,0,0,0,0,0,0.22
user_07,8.6,30,0,0,27,0,0.0,0,0,1,0,0,0,0,0,0.06
user_10,7.9,16,1,18,27,1,0.037,0,1,0,0,0,1,0,0,0.22
user_15,8.3,25,0,0,31,1,0.032,1,0,0,0,0,0,0,0,0.22
user_13,12.0,99,4,136,61,4,0.066,3,1,1,1,1,0,1,1,0.71
user_20,11.1,89,5,122,54,5,0.093,1,1,0,1,1,1,1,1,0.78
user_13,9.1,46,0,0,23,0,0.0,0,0,1,0,0,0,0,0,0.2
user_09,10.5,84,3,109,49,3,0.061,3,1,1,1,0,0,1,1,0.74
user_23,8.8,17,0,0,27,0,0.0,0,0,0,0,0,0,0,0,0.07
user_30,8.5,86,4,160,45,6,0.133,3,1,1,1,1,0,1,1,0.83
user_17,8.6,39,0,0,26,0,0.0,0,0,0,0,0,0,0,0,0.29
user_18,10.3,87,6,162,58,5,0.086,3,1,1,0,0,1,1,1,0.94
user_13,8.7,82,5,163,39,5,0.128,1,1,0,1,1,1,1,1,0.92
user_22,7.8,85,5,200,54,8,0.148,3,1,1,1,1,1,0,1,0.88
user_22,8.5,19,0,0,21,0,0.0,1,0,0,0,0,0,0,0,0.09
user_04,8.2,41,0,0,18,0,0.0,0,0,0,0,0,0,0,0,0.26
user_15,12.0,99,6,80,53,3,0.057,4,1,0,0,1,0,0,1,0.83
user_06,7.9,21,0,0,23,1,0.043,0,0,0,0,0,0,0,0,0.25
user_18,8.4,34,0,0,28,0,0.0,0,0,0,0,0,0,0,0,0.06
user_13,8.8,56,0,0,23,3,0.13,0,1,0,0,0,0,0,0,0.26
user_08,8.6,30,0,0,29,0,0.0,0,0,0,0,0,0,0,0,0.22
user_30,9.9,64,3,179,35,5,0.143,2,1,1,1,1,0,1,1,0.82
user_19,10.2,64,3,133,50,4,0.08,2,1,0,1,0,1,1,1,0.8
user_22,10.8,104,2,176,48,7,0.146,5,1,1,1,1,1,1,1,0.75
user_29,8.2,15,0,0,31,0,0.0,0,0,0,0,0,0,0,0,0.18
user_23,8.4,25,0,0,39,2,0.051,0,0,0,0,0,0,0,0,0.08
user_21,11.0,73,6,134,41,8,0.195,1,1,1,1,0,0,1,1,0.79
user_21,8.8,33,0,0,17,0,0.0,0,0,0,0,0,0,0,0,0.1
user_01,8.7,49,0,0,29,0,0.0,0,0,0,0,0,0,0,0,0.11
user_16,6.9,22,0,0,29,0,0.0,0,0,0,0,0,0,0,0,0.27
user_19,12.0,100,6,112,35,8,0.229,1,0,1,1,1,1,1,1,0.95
user_06,8.4,35,0,0,32,0,0.0,0,0,0,0,0,0,0,0,0.18
user_24,8.7,41,0,0,33,0,0.0,0,1,0,0,0,0,0,0,0.23
user_12,9.7,78,2,196,42,7,0.167,2,1,1,1,1,1,0,1,0.91
user_20,10.9,71,3,103,56,6,0.107,4,1,1,1,1,1,1,1,0.76
user_13,9.0,60,0,0,30,0,0.0,0,0,0,0,0,0,0,0,0.17
user_22,8.4,26,0,0,24,1,0.042,0,0,0,0,0,0,0,0,0.12
user_19,11.1,116,6,165,48,5,0.104,5,0,1,1,1,1,1,1,0.96
user_04,8.5,95,6,80,47,8,0.17,1,0,1,1,1,1,0,1,0.73
user_16,7.6,29,0,0,26,0,0.0,0,0,1,0,0,0,0,0,0.17
user_08,11.4,60,6,166,41,4,0.098,4,1,1,0,0,0,1,1,0.93
user_27,10.9,112,2,147,46,4,0.087,1,1,1,1,1,0,1,1,0.73
user_09,8.4,19,1,31,18,0,0.0,0,0,0,0,0,0,0,0,0.27
user_07,8.0,21,0,0,28,0,0.0,0,0,0,0,0,0,0,0,0.13
user_28,8.1,35,1,18,24,0,0.0,0,0,0,0,0,0,0,0,0.08
user_03,9.7,74,4,160,44,8,0.182,2,1,1,1,0,1,1,1,0.92
user_16,7.0,31,0,0,30,0,0.0,0,0,1,0,0,0,0,0,0.1
user_25,8.1,25,1,28,28,0,0.0,0,0,0,0,0,1,0,0,0.28
user_25,8.0,31,0,0,31,2,0.065,0,0,0,0,0,0,0,0,0.2
user_24,9.0,54,0,0,33,2,0.061,0,0,0,0,0,0,0,0,0.26
user_10,8.3,60,4,153,57,4,0.07,1,1,0,0,0,0,1,1,0.76
user_11,10.0,60,6,143,56,4,0.071,5,0,1,1,1,1,1,1,0.72
user_19,8.6,28,0,0,30,0,0.0,0,0,0,0,0,0,0,0,0.29
user_03,9.9,74,2,86,51,3,0.059,1,1,1,1,1,1,0,1,0.8
user_22,9.7,76,5,147,36,6,0.167,3,1,0,1,1,1,0,1,0.89
user_16,11.9,99,3,195,47,3,0.064,4,0,1,0,1,0,0,1,0.86
user_24,9.1,48,0,0,39,0,0.0,0,1,0,0,0,1,0,0,0.25
user_07,8.6,24,1,17,28,1,0.036,0,0,0,0,0,1,0,0,0.11
user_05,12.0,73,2,99,62,7,0.113,2,1,0,1,1,1,1,1,0.81
user_01,8.7,38,0,0,30,0,0.0,0,0,0,0,0,0,0,0,0.29
user_13,9.4,39,1,33,24,1,0.042,0,0,0,0,0,0,0,0,0.26
user_21,11.6,70,3,150,36,8,0.222,1,1,1,1,1,1,1,1,0.94
user_27,9.0,30,0,0,29,0,0.0,0,0,0,0,0,0,0,0,0.22
user_15,8.8,35,0,0,24,0,0.0,0,0,0,0,0,0,0,0,0.15
user_19,8.3,47,0,0,25,0,0.0,0,0,0,0,0,0,0,0,0.11
user_29,9.7,63,3,143,46,4,0.087,3,1,1,1,0,1,1,1,0.7
user_18,8.6,20,0,0,29,1,0.034,0,0,0,0,0,0,0,0,0.22
user_18,9.0,35,0,0,23,0,0.0,0,0,0,0,0,0,0,0,0.05
user_08,7.9,43,0,0,28,0,0.0,0,0,0,0,0,0,0,0,0.15
user_15,8.7,36,0,0,32,1,0.031,0,1,0,0,0,0,0,0,0.23
user_20,8.1,35,0,0,30,0,0.0,0,1,0,0,0,0,0,0,0.1
user_30,9.7,24,0,0,22,0,0.0,1,0,0,0,0,0,0,0,0.09
user_02,9.3,43,1,27,32,2,0.062,0,0,0,0,0,0,0,0,0.06
user_17,8.8,28,0,0,14,0,0.0,0,0,0,0,0,0,0,0,0.16
user_18,8.6,36,1,26,28,1,0.036,0,0,0,0,0,0,0,0,0.26
user_30,9.0,38,1,31,31,0,0.0,0,0,0,0,0,0,0,0,0.25
user_28,8.1,28,0,0,22,0,0.0,0,1,0,0,0,0,0,0,0.12
user_12,9.3,32,1,28,27,1,0.037,0,0,0,0,0,0,0,0,0.2
user_19,8.5,21,0,0,21,0,0.0,0,0,0,0,0,1,0,0,0.3
user_05,8.9,85,4,200,41,3,0.073,5,1,0,0,0,1,0,1,0.98
user_05,9.8,69,5,116,55,3,0.055,3,1,0,1,1,1,1,1,0.9
user_06,11.9,80,3,123,45,6,0.133,1,1,1,1,1,0,1,1,0.92
user_15,8.4,35,1,27,24,0,0.0,0,0,1,0,0,0,0,0,0.14
user_22,8.6,74,6,140,57,6,0.105,2,1,1,1,1,1,0,1,0.79
user_06,11.7,107,4,127,54,4,0.074,2,1,0,1,1,1,1,1,0.98
user_01,9.1,26,0,0,26,0,0.0,0,0,0,0,0,0,0,0,0.17
user_12,9.1,13,0,0,25,0,0.0,1,0,0,0,0,0,0,0,0.19
user_05,9.1,31,0,0,32,0,0.0,0,0,0,0,0,0,0,0,0.08
user_18,9.4,36,0,0,28,1,0.036,0,0,0,0,0,0,0,0,0.13
user_01,11.1,67,2,136,45,6,0.133,1,1,1,1,1,1,1,1,0.77
user_09,10.2,69,3,80,51,8,0.157,3,1,1,1,0,1,0,1,0.91
user_01,8.7,40,1,16,20,0,0.0,0,0,0,0,0,0,0,0,0.27
user_29,8.0,31,0,0,29,0,0.0,0,0,0,0,0,0,0,0,0.1
user_13,8.6,36,0,0,24,1,0.042,0,0,0,0,0,0,0,0,0.06
user_25,8.1,29,0,0,24,0,0.0,0,0,0,0,0,0,0,0,0.12
user_14,11.5,87,6,106,52,4,0.077,1,1,1,1,0,1,1,1,0.81
user_26,8.4,44,0,0,20,0,0.0,0,0,0,0,0,0,0,0,0.07
user_18,10.8,98,3,172,42,4,0.095,3,1,0,1,1,1,0,1,0.91
user_04,8.6,41,0,0,17,1,0.059,0,0,1,0,0,0,0,0,0.27
user_03,8.2,48,0,0,12,0,0.0,0,0,0,0,0,0,0,0,0.27
user_07,10.8,79,6,148,61,4,0.066,2,1,1,1,1,1,1,1,0.84
user_14,9.2,54,0,0,17,0,0.0,0,0,0,0,0,0,0,0,0.12
user_06,7.9,30,0,0,33,0,0.0,0,0,0,0,0,1,0,0,0.17
user_17,10.6,81,4,139,43,3,0.07,4,1,0,1,1,1,1,1,0.76
user_04,7.7,40,0,0,11,1,0.091,0,0,0,0,0,0,0,0,0.1
user_09,9.6,63,4,129,46,8,0.174,1,1,1,1,0,1,0,1,0.97
user_19,8.5,30,0,0,22,0,0.0,0,0,1,0,0,1,0,0,0.06
user_02,10.2,95,4,127,48,6,0.125,4,1,1,1,1,1,1,1,0.82
user_30,8.2,26,0,0,35,0,0.0,0,0,0,0,0,0,0,0,0.05
user_13,9.0,49,0,0,17,1,0.059,1,0,0,0,0,0,0,0,0.22
user_19,10.9,98,2,153,53,8,0.151,2,1,1,1,1,0,0,1,0.94
user_22,8.1,28,0,0,22,0,0.0,0,0,0,0,0,0,0,0,0.24
user_29,7.6,16,0,0,28,0,0.0,0,1,0,0,0,0,0,0,0.1
user_03,8.5,29,0,0,30,1,0.033,0,0,0,0,0,0,0,0,0.2
user_18,9.0,31,0,0,36,0,0.0,0,0,0,0,0,0,0,0,0.24
user_15,8.5,22,0,0,20,0,0.0,0,0,1,0,0,0,0,0,0.09
user_22,8.3,20,0,0,23,1,0.043,0,0,0,0,0,0,0,0,0.2
user_15,8.8,35,0,0,25,1,0.04,0,0,0,0,0,0,0,0,0.24
user_18,10.8,64,2,137,62,8,0.129,1,0,1,1,1,1,1,1,0.72
user_27,10.1,60,5,195,51,6,0.118,1,1,1,1,1,0,1,1,0.71
user_30,12.0,74,5,85,49,4,0.082,3,0,1,1,0,1,1,1,0.96
user_29,7.1,23,0,0,22,0,0.0,0,0,0,0,0,0,0,0,0.15
user_19,8.8,31,0,0,21,1,0.048,0,0,0,0,0,1,0,0,0.17
user_21,10.8,86,3,135,35,8,0.229,1,1,1,0,1,1,0,1,0.81
user_12,12.0,104,2,175,57,5,0.088,5,0,1,0,1,1,1,1,0.84
user_21,7.8,68,3,136,43,7,0.163,4,1,1,1,0,1,1,1,0.83
user_24,10.6,73,3,113,46,3,0.065,2,1,1,1,1,1,1,1,0.82
user_18,9.0,23,0,0,31,0,0.0,0,0,0,0,0,0,0,0,0.17
user_01,9.1,10,0,0,27,0,0.0,0,0,0,0,0,0,0,0,0.17
user_05,9.8,35,0,0,21,0,0.0,0,0,0,0,0,1,0,0,0.14
user_03,12.0,60,6,194,50,6,0.12,3,1,0,1,0,0,1,1,0.81
user_25,8.0,31,0,0,24,0,0.0,0,0,0,0,0,0,0,0,0.27
user_01,8.0,37,0,0,20,0,0.0,1,0,0,0,0,0,1,0,0.07
user_06,7.9,17,0,0,32,0,0.0,0,0,0,0,0,0,0,0,0.19
user_23,8.5,112,3,111,70,4,0.057,3,1,1,1,1,0,1,1,0.84
user_30,8.2,41,1,31,34,0,0.0,0,0,0,0,0,1,0,0,0.2
user_30,8.2,36,0,0,30,0,0.0,0,0,0,0,0,0,0,0,0.24
user_26,8.3,82,6,157,51,6,0.118,2,1,1,1,1,1,1,1,0.95
user_22,8.4,28,0,0,25,1,0.04,0,0,0,0,0,0,0,0,0.23
user_10,7.9,11,0,0,18,1,0.056,0,0,0,0,0,1,0,0,0.26
user_20,8.5,41,1,26,27,0,0.0,0,0,0,0,0,0,0,0,0.19
user_03,8.5,49,0,0,28,1,0.036,0,0,0,0,0,0,0,0,0.14
user_08,7.4,33,0,0,28,0,0.0,0,0,0,0,0,0,0,0,0.17
user_20,8.3,45,0,0,27,0,0.0,0,0,0,0,0,0,0,0,0.2
user_22,8.6,28,0,0,26,1,0.038,0,0,0,0,0,0,0,0,0.05
user_01,9.2,28,0,0,29,0,0.0,0,0,0,0,0,1,0,0,0.24
user_10,8.4,12,0,0,24,0,0.0,0,0,0,0,0,0,0,0,0.08
user_13,9.1,47,0,0,21,0,0.0,0,0,0,0,0,0,0,0,0.23
user_20,8.5,42,0,0,20,1,0.05,1,0,0,0,0,1,0,0,0.07
user_25,8.0,25,0,0,29,0,0.0,0,0,0,0,0,0,0,0,0.27
user_04,10.2,95,3,156,48,7,0.146,3,1,0,1,0,0,0,1,0.75
user_09,8.5,25,0,0,23,0,0.0,0,1,0,0,0,0,0,0,0.09
user_13,8.2,25,0,0,19,0,0.0,0,0,1,0,0,0,0,0,0.29
user_29,12.0,108,5,98,48,4,0.083,3,0,1,0,1,1,1,1,0.93
user_26,8.6,42,0,0,20,0,0.0,1,0,0,0,0,0,0,0,0.11
user_14,9.1,48,0,0,23,1,0.043,0,0,1,0,0,0,0,0,0.26
user_09,8.1,21,1,23,21,1,0.048,0,0,0,0,0,0,0,0,0.29
user_09,12.0,91,4,124,35,4,0.114,3,1,1,1,1,0,1,1,0.9
user_05,9.1,21,0,0,20,1,0.05,0,0,0,0,0,0,0,0,0.29
user_25,7.6,17,0,0,27,0,0.0,0,0,0,0,0,0,0,0,0.13
user_08,8.2,27,0,0,20,0,0.0,0,0,0,0,0,0,0,0,0.06
user_27,11.2,80,4,133,50,3,0.06,3,1,0,1,1,0,1,1,0.94
user_13,9.3,40,0,0,22,0,0.0,0,0,0,0,0,0,0,0,0.28
user_18,8.2,45,0,0,26,1,0.038,0,0,0,0,1,0,0,0,0.16
user_26,8.1,54,1,29,12,0,0.0,1,0,0,0,0,1,0,0,0.15
user_06,9.8,62,5,194,59,5,0.085,2,1,1,1,1,1,1,1,0.84
user_27,8.0,46,0,0,29,1,0.034,1,0,0,0,0,1,0,0,0.15
user_25,8.3,44,0,0,32,1,0.031,0,0,0,0,0,0,0,0,0.28
user_18,8.3,30,0,0,27,0,0.0,0,0,0,0,0,0,0,0,0.21
user_02,9.4,46,0,0,33,1,0.03,0,0,0,0,0,0,0,0,0.23
user_08,10.4,114,2,184,59,6,0.102,2,1,0,1,1,1,1,1,0.71
user_09,9.3,77,2,166,42,7,0.167,4,1,1,1,1,1,1,1,0.72
user_26,9.8,94,3,101,41,8,0.195,2,0,0,1,1,1,0,1,0.71
